text,font_size,y0,page_num,char_len,word_count,is_upper,starts_with_num,label
and students with a strong STEM curriculum that includes,11.01,198.50313745,1,56,9,0,0,None
research or lab work are generally more competitive in our,11.01,184.99233745,1,58,10,0,0,None
applicant pool and more success as students at,11.01,171.48153745000002,1,46,8,0,0,None
Binghamton because of their early HS experience.”,11.01,157.97073745000003,1,49,7,0,0,None
NJIT: “Yes- this would demonstrate to Admissions that a,11.01,225.52473744999998,1,55,9,0,0,None
"student is interested in STEM programs, and would be a",11.01,212.01583745,1,54,10,0,0,None
strong candidate for our programs.”,11.01,198.50503745,1,35,5,0,0,None
"Ithaca College: “Yes, we look for students who participate",11.01,171.48343745,1,58,9,0,0,None
in classes and activities that enhance their knowledge and,11.01,157.97263745,1,58,9,0,0,None
skills in their area of interest.”,11.01,144.46183745000002,1,34,6,0,0,None
Towson University: “Participation in this program would,11.01,130.94913745000002,1,55,7,0,0,None
show us that the student is challenging him/herself in their,11.01,117.43833745,1,60,10,0,0,None
courses which is something we look at when reviewing,11.01,103.92753745,1,52,9,0,0,None
applications.”,11.01,90.41673745,1,14,1,0,0,None
Montclair University: “Rigorous math and science lab,11.01,117.44023745000003,1,52,7,0,0,None
classes beyond standard curriculum could be looked at for,11.01,103.92943745,1,57,9,0,0,None
scholarship eligibility along with high GPA.”,11.01,90.41863744999999,1,45,6,0,0,None
For more information and our application please visit our website by clicking here.,12.01,58.150756,1,83,13,0,0,None
